"word","count"
"exercised","6"
"manufacturing","6"
"memorandum","6"
"referring","6"
"immediate","6"
"pose","6"
"choice","6"
"indian","6"
"assess","6"
"client","6"
"documentaries","6"
"conservative","6"
"editorial","6"
"institution","6"
"extraordinary","6"
"postponed","6"
"discussions","6"
"holding","6"
"director","6"
"oceanic","6"
"requirements","6"
"enquiries","6"
"offered","6"
"clearance","6"
"temporary","6"
"investigation","6"
"flying","6"
"compensation","6"
"grim","6"
"output","6"
"accountability","6"
"flight","6"
"phone","6"
"peacekeeping","6"
"undertaken","6"
"airports","6"
"species","6"
"enterprise","6"
"allocation","6"
"reception","6"
"microenterprise","6"
"pakistan","6"
"threatened","5"
"belief","5"
"democracy","5"
"confirmed","5"
"perfect","5"
"dollars","5"
"wage","5"
"broadly","5"
"earnings","5"
"bigger","5"
"confirm","5"
"double","5"
"proceeding","5"
"proved","5"
"nevertheless","5"
"considers","5"
"instead","5"
"continuing","5"
"governor","5"
"cash","5"
"expansion","5"
"experiencing","5"
"remained","5"
"combination","5"
"½","5"
"near","5"
"paper","5"
"ministerial","5"
"suggests","5"
"subsection","5"
"attorneys","5"
"considering","5"
"apparently","5"
"suits","5"
"truly","5"
"stands","5"
"improvement","5"
"deliberately","5"
"examined","5"
"raising","5"
"consult","5"
"departments","5"
"consulted","5"
"penalty","5"
"arrangement","5"
"petitioners","5"
"professional","5"
"seekers","5"
"conservation","5"
"success","5"
"obligations","5"
"return","5"
"obligation","5"
"admission","5"
"demonstrated","5"
"defend","5"
"negatived","5"
"allowing","5"
"played","5"
"serving","5"
"commercial","5"
"norwegian","5"
"union","5"
"names","5"
"losses","5"
"volumes","5"
"published","5"
"avoid","5"
"crews","5"
"valuable","5"
"coffs","5"
"harbour","5"
"blown","5"
"sank","5"
"rafts","5"
"plane","5"
"sign","5"
"picked","5"
"aim","5"
"darwin","5"
"quickly","5"
"master","5"
"movement","5"
"advantage","5"
"seeing","5"
"dark","5"
"accommodation","5"
"employer","5"
"carried","5"
"mid","5"
"events","5"
"exist","5"
"whom","5"
"runs","5"
"track","5"
"territorial","5"
"enforceable","5"
"marine","5"
"opposing","5"
"12.75","5"
"typical","5"
"firstly","5"
"funded","5"
"committed","5"
"ownership","5"
"70","5"
"1988","5"
"apart","5"
"develop","5"
"careful","5"
"fairer","5"
"fewer","5"
"exposure","5"
"assault","5"
"harm","5"
"efforts","5"
"afford","5"
"expensive","5"
"petrol","5"
"underinvestment","5"
"substitute","5"
"amending","5"
"expression","5"
"visit","5"
"entitlement","5"
"military","5"
"sides","5"
"targets","5"
"beyond","5"
"nonetheless","5"
"cluster","5"
"dropped","5"
"rubble","5"
"clean","5"
"easy","5"
"displaced","5"
"el","5"
"emergency","5"
"kind","5"
"indication","5"
"returned","5"
"aged","5"
"radio","5"
"dangerous","5"
"stronger","5"
"drugs","5"
"300","5"
"weapons","5"
"suffering","5"
"organisations","5"
"cross","5"
"07","5"
"adequately","5"
"typically","5"
"responsibilities","5"
"supposedly","5"
"meaning","5"
"happens","5"
"monitoring","5"
"minimum","5"
"conclusion","5"
"willingness","5"
"enabling","5"
"sound","5"
"politicians","5"
"tried","5"
"passed","5"
"book","5"
"colleagues","5"
"watch","5"
"we're","5"
"driven","5"
"validity","5"
"suggesting","5"
"brandis","5"
"series","5"
"treatment","5"
"guilty","5"
"thorough","5"
"concerning","5"
"implications","5"
"vehicle","5"
"depending","5"
"figure","5"
"39","5"
"chairman","5"
"54","5"
"j","5"
"p.h","5"
"h.g.p","5"
"colbeck","5"
"c.m","5"
"a.b","5"
"m.p","5"
"w","5"
"j.a.l","5"
"j.j.j","5"
"nash","5"
"patterson","5"
"m.a","5"
"n.g","5"
"troeth","5"
"r.b","5"
"j.o.w","5"
"l.f","5"
"a.j.j","5"
"t.m","5"
"c.l","5"
"c.v","5"
"j.p","5"
"j.j","5"
"s.p","5"
"l","5"
"j.w","5"
"k.a","5"
"mcewen","5"
"j.e","5"
"k","5"
"k.w.k","5"
"polley","5"
"h","5"
"r.f","5"
"n.j","5"
"u","5"
"wortley","5"
"milne","5"
"humphries","5"
"marshall","5"
"conroy","5"
"unless","5"
"unwilling","5"
"attend","5"
"proposition","5"
"pleased","5"
"extend","5"
"colleague","5"
"privilege","5"
"individuals","5"
"alcohol","5"
"gordon","5"
"allocated","5"
"we've","5"
"poverty","5"
"politically","5"
"broader","5"
"released","5"
"inherited","5"
"interview","5"
"black","5"
"responded","5"
"inform","5"
"exactly","5"
"tested","5"
"discrimination","5"
"mind","5"
"offices","5"
"acknowledged","5"
"twelve","5"
"oecd","5"
"orders","5"
"explanatory","5"
"reached","5"
"contribute","5"
"monday","5"
"incredibly","5"
"reasonable","5"
"hurt","5"
"transnational","5"
"involvement","5"
"nominal","5"
"facing","5"
"warned","5"
"gas","5"
"china's","5"
"companies","5"
"extended","5"
"anybody","5"
"thinks","5"
"briefly","5"
"various","5"
"fall","5"
"rules","5"
"wonder","5"
"accountable","5"
"participants","5"
"chartered","5"
"acs","5"
"detained","5"
"qualifications","5"
"boarding","5"
"firearms","5"
"explosives","5"
"pyrotechnics","5"
"oversight","5"
"afforded","5"
"quarantine","5"
"type","5"
"viking","5"
"event","5"
"performing","5"
"performed","5"
"identity","5"
"changing","5"
"deficits","5"
"upward","5"
"structural","5"
"rotor","5"
"meteorological","5"
"diversity","5"
"search","5"
"administrative","5"
"airservices","5"
"advisory","5"
"users","5"
"bellman","5"
"planning","5"
"â","5"
"","5"
"¢","5"
"extensive","5"
"coherent","5"
"alert","5"
"innovation","5"
"1995","5"
"drive","5"
"asset","5"
"privileges","5"
"religious","5"
"appendix","5"
"gemmell","5"
"receiving","5"
"manual","5"
"summary","5"
"114","5"
"121","5"
"loans","5"
"rft","5"
"dam","5"
"carers","5"
"robb's","5"
"carbon","5"
"drifting","5"
"vicinity","5"
"helicopter","5"
"indirect","5"
"enquiry","5"
"zones","5"
"parramatta","5"
"albury","5"
"132","5"
"phones","5"
