"word","count"
"numerous","7"
"elements","7"
"slowly","7"
"doubled","7"
"task","7"
"items","7"
"head","7"
"gavan","7"
"100,000","7"
"success","7"
"playing","7"
"fun","7"
"supporting","7"
"adverse","7"
"representing","7"
"defend","7"
"practical","7"
"cogent","7"
"reflect","7"
"powerful","7"
"decide","7"
"legitimate","7"
"heart","7"
"ones","7"
"proportion","7"
"smaller","7"
"burdened","7"
"petrol","7"
"nrma","7"
"inflation","7"
"stages","7"
"indicate","7"
"poll","7"
"carried","7"
"determine","7"
"bastards","7"
"enterprises","7"
"1.5","7"
"stands","7"
"considerable","7"
"proposals","7"
"influence","7"
"quoted","7"
"contract","7"
"hawke","7"
"aged","7"
"representations","7"
"keen","7"
"sign","7"
"conscious","7"
"stitch","7"
"cunningham","7"
"pain","7"
"please","7"
"physical","7"
"food","7"
"problems","7"
"gas","7"
"piece","7"
"island","7"
"beattie","7"
"modern","7"
"earnings","7"
"priorities","7"
"advanced","7"
"bureau","7"
"stephen","7"
"won","7"
"rising","7"
"didn't","7"
"british","7"
"allegations","7"
"cfmeu","7"
"people's","7"
"holiday","7"
"standards","7"
"listened","7"
"formal","7"
"artefacts","7"
"death","7"
"carlos","7"
"honour","7"
"sections","7"
"imported","7"
"map","7"
"councils","7"
"innovation","7"
"waite","7"
"transitionals","7"
"consequentials","7"
"hague","7"
"conferral","7"
"resident","7"
"commencement","7"
"pledge","7"
"committing","7"
"cultures","7"
"appreciate","7"
"watch","7"
"testing","7"
"acquiring","7"
"palm","7"
"genuine","7"
"apprenticeship","7"
"inappropriately","7"
"accessed","7"
"geoscience","7"
"assist","6"
"st","6"
"radioactive","6"
"returning","6"
"challenges","6"
"nomination","6"
"positive","6"
"indication","6"
"criteria","6"
"assure","6"
"delay","6"
"production","6"
"plant","6"
"14","6"
"territories","6"
"reconciliation","6"
"grant","6"
"speaking","6"
"tweed","6"
"cash","6"
"includes","6"
"president","6"
"player","6"
"relates","6"
"marketing","6"
"whom","6"
"obvious","6"
"shareholder","6"
"team","6"
"contains","6"
"prospect","6"
"directed","6"
"character","6"
"controlled","6"
"seeing","6"
"causing","6"
"magic","6"
"fine","6"
"intends","6"
"generation","6"
"reference","6"
"suggested","6"
"firm","6"
"conclusions","6"
"instance","6"
"acted","6"
"integrity","6"
"continuity","6"
"applicant","6"
"kind","6"
"sexual","6"
"priority","6"
"growers","6"
"turned","6"
"ought","6"
"behind","6"
"document","6"
"policyholder","6"
"intention","6"
"push","6"
"producing","6"
"travel","6"
"csiro","6"
"dividends","6"
"regulate","6"
"joke","6"
"effectiveness","6"
"carry","6"
"memory","6"
"expectation","6"
"knowledge","6"
"model","6"
"obsession","6"
"participate","6"
"attitude","6"
"discuss","6"
"today's","6"
"outline","6"
"canberra","6"
"stroke","6"
"engaged","6"
"incredibly","6"
"duty","6"
"democracy","6"
"thus","6"
"logical","6"
"shadow","6"
"rightly","6"
"urge","6"
"refusal","6"
"chest","6"
"conscience","6"
"imperative","6"
"breaches","6"
"choice","6"
"below","6"
"fight","6"
"saddam","6"
"37","6"
"81","6"
"grave","6"
"leaving","6"
"item","6"
"reward","6"
"eligibility","6"
"briefing","6"
"latter","6"
"properly","6"
"occurred","6"
"picked","6"
"budde","6"
"communications","6"
"requires","6"
"executives","6"
"sustained","6"
"mention","6"
"desperately","6"
"orange","6"
"outer","6"
"gain","6"
"judgement","6"
"2.5","6"
"airlines","6"
"fairness","6"
"colleague","6"
"ports","6"
"merchant","6"
"theodore","6"
"dentists","6"
"tory","6"
"popular","6"
"hurting","6"
"whitlam","6"
"spoken","6"
"wanting","6"
"affecting","6"
"suggesting","6"
"continually","6"
"declining","6"
"turns","6"
"owed","6"
"merits","6"
"exercise","6"
"ideologues","6"
"relatively","6"
"contain","6"
"damage","6"
"ballast","6"
"ship","6"
"effective","6"
"road","6"
"led","6"
"guide","6"
"63","6"
"radio","6"
"aren't","6"
"largest","6"
"identify","6"
"removal","6"
"highly","6"
"satisfaction","6"
"signed","6"
"pecuniary","6"
"precedents","6"
"proved","6"
"grew","6"
"extensive","6"
"contrast","6"
"lalor","6"
"friends","6"
"seats","6"
"faced","6"
"personally","6"
"budgets","6"
"ring","6"
"reflects","6"
"hour","6"
"numbers","6"
"aim","6"
"encouraging","6"
"simmering","6"
"revoked","6"
"mining","6"
"emissions","6"
"enormous","6"
"omitted","6"
"comprehensive","6"
"forum","6"
"participation","6"
"possibly","6"
"initiatives","6"
"equal","6"
"retail","6"
"43","6"
"adelaide","6"
"employer","6"
"officials","6"
"cole","6"
"overtime","6"
"205,000","6"
"recorded","6"
"survey","6"
"crime","6"
"sky","6"
"consumption","6"
"minutes","6"
"sackings","6"
"1,000","6"
"grow","6"
"content","6"
"mortgages","6"
"refused","6"
"fighting","6"
"survival","6"
"primarily","6"
"olympic","6"
"sports","6"
"flooding","6"
"farming","6"
"extending","6"
"above","6"
"manuscript","6"
"customs","6"
"lithuanian","6"
"extension","6"
"registered","6"
"renounce","6"
"girl","6"
"backgrounds","6"
"residing","6"
"privacy","6"
"summerland","6"
"archer","6"
"identified","6"
"facilitation","6"
"unauthorised","6"
"mori","6"
"electoral","6"
"sbfos","6"
"postcodes","6"
"2526","6"
"fringe","6"
"reimbursement","6"
"activities","5"
"2009","5"
"acting","5"
"periods","5"
"explanatory","5"
"adjourned","5"
"thursday","5"
"fought","5"
"related","5"
"politically","5"
"speculation","5"
"relevance","5"
"ideologically","5"
"understood","5"
"consulted","5"
"satisfied","5"
"mid","5"
"objective","5"
"conference","5"
"roads","5"
"approves","5"
"ground","5"
"planning","5"
"1988","5"
"pensioners","5"
"disappointed","5"
"offices","5"
"hearing","5"
"democrats","5"
"alliance","5"
"consumer","5"
"perspective","5"
"assertions","5"
"privately","5"
"salaries","5"
"issued","5"
"legality","5"
"credit","5"
"distributed","5"
"morality","5"
"exercised","5"
"incorporated","5"
"hell","5"
"massive","5"
"we'll","5"
"advertising","5"
"won't","5"
"spending","5"
"entire","5"
"mutualising","5"
"retaining","5"
"equity","5"
"excess","5"
"eventual","5"
"clauses","5"
"essence","5"
"acknowledged","5"
"principles","5"
"suffering","5"
"religious","5"
"breach","5"
"complex","5"
"hardly","5"
"apart","5"
"awb","5"
"represented","5"
"passage","5"
"sick","5"
"propose","5"
"rush","5"
"forget","5"
"experts","5"
"hate","5"
"joined","5"
"millions","5"
"exclude","5"
"hubris","5"
"puts","5"
"voted","5"
"organisation's","5"
"potentially","5"
"examined","5"
"comment","5"
"opposes","5"
"maybe","5"
"repeat","5"
"pays","5"
"19","5"
"naturally","5"
"subsidiarity","5"
"follow","5"
"essential","5"
"background","5"
"tv","5"
"powers","5"
"disgraceful","5"
"path","5"
"stop","5"
"river","5"
"gains","5"
"handed","5"
"suppose","5"
"proceeds","5"
"mouth","5"
"interpretation","5"
"termination","5"
"shared","5"
"roll","5"
"arguing","5"
"paul","5"
"selection","5"
"telstra's","5"
"impression","5"
"reach","5"
"neither","5"
"solution","5"
"lesson","5"
"underlying","5"
"demand","5"
"earmarked","5"
"cancer","5"
"classic","5"
"judged","5"
"prejudices","5"
"remarkable","5"
"herald","5"
"cheap","5"
"parcel","5"
"wealth","5"
"fooled","5"
"dozen","5"
"menzies","5"
"becomes","5"
"earth","5"
"suppliers","5"
"51","5"
"introduction","5"
"minds","5"
"logic","5"
"year's","5"
"physically","5"
"compare","5"
"minority","5"
"1.30","5"
"length","5"
"liability","5"
"anybody","5"
"scope","5"
"compromised","5"
"resource","5"
"feelings","5"
"structured","5"
"knew","5"
"audit","5"
"programs","5"
"deep","5"
"leads","5"
"unable","5"
"charges","5"
"double","5"
"anyway","5"
"factor","5"
"&","5"
"calling","5"
"focused","5"
"mark","5"
"outsource","5"
"establish","5"
"availability","5"
"worked","5"
"whatsoever","5"
"improving","5"
"afternoon","5"
"clarify","5"
"exercising","5"
"raising","5"
"identifying","5"
"specifically","5"
"accessible","5"
"200","5"
"phrase","5"
"phone","5"
"correct","5"
"bigger","5"
"admire","5"
"tackle","5"
"style","5"
"immigrants","5"
"finding","5"
"frustrated","5"
"frustration","5"
"credibility","5"
"letters","5"
"tick","5"
"plus","5"
"experiencing","5"
"1984","5"
"repeal","5"
"references","5"
"corporations","5"
"nearly","5"
"usually","5"
"clearance","5"
"investigate","5"
"exports","5"
"reputation","5"
"redundancy","5"
"tristar","5"
"oh","5"
"newspoll","5"
"export","5"
"online","5"
"industries","5"
"stations","5"
"emission","5"
"faith","5"
"1.1","5"
"enhance","5"
"businesses","5"
"showed","5"
"allowance","5"
"lilley","5"
"alp","5"
"written","5"
"respond","5"
"ona","5"
"forms","5"
"martin","5"
"reply","5"
"falls","5"
"16.4","5"
"assault","5"
"confirmed","5"
"64","5"
"monday","5"
"quarter","5"
"human","5"
"bundaberg","5"
"fantastic","5"
"intelligence","5"
"strategic","5"
"afghanistan","5"
"tender","5"
"court","5"
"47","5"
"statistical","5"
"examine","5"
"slashing","5"
"labour","5"
"official","5"
"collection","5"
"holidays","5"
"enjoy","5"
"premises","5"
"bargaining","5"
"ir","5"
"complacency","5"
"favourite","5"
"talked","5"
"discovered","5"
"collected","5"
"intended","5"
"circulated","5"
"launch","5"
"incident","5"
"travelled","5"
"crisis","5"
"balance","5"
"metres","5"
"games","5"
"army","5"
"embodied","5"
"anzac","5"
"wars","5"
"gallipoli","5"
"similar","5"
"michael","5"
"impacts","5"
"corporate","5"
"narrative","5"
"offences","5"
"arrest","5"
"prosecution","5"
"basically","5"
"highlight","5"
"unique","5"
"revoke","5"
"renounced","5"
"predecessor","5"
"hanson","5"
"wedge","5"
"prospects","5"
"display","5"
"residence","5"
"imprisoned","5"
"insert","5"
"cessation","5"
"extra","5"
"simplified","5"
"defendant","5"
"bears","5"
"evidential","5"
"13.3","5"
"fencing","5"
"calwell","5"
"antisiphoning","5"
"commitments","5"
"partnerships","5"
"buchanan","5"
"aviation","5"
"gst","5"
"exclusive","5"
"accessing","5"
"airports","5"
"gilmore","5"
"vehicles","5"
